Species,dnds,Gene,Mutualist,Pair,Transition
Sinorhizobium_meliloti,1e-4,OG0002350,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0002350,F,a,loss
Bradyrhizobium_oligotrophicum,0.0397684,OG0002350,F,b,loss
Bradyrhizobium_icense,0.0833886,OG0002350,M,b,loss
Azorhizobium_caulinodans,0.160738,OG0002350,M,c,gain
Xanthobacter_autotrophicus,0.0484018,OG0002350,F,c,gain
Microvirga_vignae,0.0168714,OG0002350,M,d,gain
Microvirga_subterranea,0.0144078,OG0002350,F,d,gain
Mesorhizobium_temperatum,0.063414,OG0002350,M,e,loss
Mesorhizobium_oceanicum,0.0313905,OG0002350,F,e,loss
Mesorhizobium_temperatum,0.0289534,OG0002351,M,e,loss
Microvirga_vignae,0.0103404,OG0002351,M,d,gain
Microvirga_subterranea,0.00833365,OG0002351,F,d,gain
Xanthobacter_autotrophicus,0.0173461,OG0002351,F,c,gain
Azorhizobium_caulinodans,0.00546565,OG0002351,M,c,gain
Bradyrhizobium_oligotrophicum,0.0870331,OG0002351,F,b,loss
Bradyrhizobium_icense,0.0521089,OG0002351,M,b,loss
Sinorhizobium_M4_45,0.061247,OG0002351,F,a,loss
Sinorhizobium_meliloti,999,OG0002351,M,a,loss
Rhizobium_gallicum,0.017371,OG0002351,M,f,loss
Rhizobium_tubonense,0.00482879,OG0002351,F,f,loss
Mesorhizobium_oceanicum,0.00127611,OG0002351,F,e,loss
Microvirga_subterranea,0.044905,OG0002352,F,d,gain
Azorhizobium_caulinodans,0.0934943,OG0002352,M,c,gain
Xanthobacter_autotrophicus,0.069984,OG0002352,F,c,gain
Bradyrhizobium_icense,0.0689054,OG0002352,M,b,loss
Bradyrhizobium_oligotrophicum,0.0563035,OG0002352,F,b,loss
Sinorhizobium_M4_45,0.0385987,OG0002352,F,a,loss
Sinorhizobium_meliloti,411.059,OG0002352,M,a,loss
Rhizobium_gallicum,0.0319411,OG0002352,M,f,loss
Rhizobium_tubonense,0.0324317,OG0002352,F,f,loss
Mesorhizobium_oceanicum,0.0669549,OG0002352,F,e,loss
Mesorhizobium_temperatum,0.0222847,OG0002352,M,e,loss
Microvirga_vignae,0.0234602,OG0002352,M,d,gain
Mesorhizobium_temperatum,0.037348,OG0002353,M,e,loss
Microvirga_vignae,0.0512971,OG0002353,M,d,gain
Microvirga_subterranea,0.0299793,OG0002353,F,d,gain
Xanthobacter_autotrophicus,0.0852565,OG0002353,F,c,gain
Azorhizobium_caulinodans,0.0612439,OG0002353,M,c,gain
Bradyrhizobium_oligotrophicum,0.0554043,OG0002353,F,b,loss
Bradyrhizobium_icense,0.0456394,OG0002353,M,b,loss
Sinorhizobium_M4_45,1e-4,OG0002353,F,a,loss
Sinorhizobium_meliloti,0.0565052,OG0002353,M,a,loss
Rhizobium_gallicum,0.03373,OG0002353,M,f,loss
Rhizobium_tubonense,0.0233352,OG0002353,F,f,loss
Mesorhizobium_oceanicum,0.0429228,OG0002353,F,e,loss
Mesorhizobium_temperatum,0.103602,OG0002354,M,e,loss
Microvirga_vignae,0.0281924,OG0002354,M,d,gain
Microvirga_subterranea,0.0138797,OG0002354,F,d,gain
Xanthobacter_autotrophicus,0.0511936,OG0002354,F,c,gain
Azorhizobium_caulinodans,0.0567982,OG0002354,M,c,gain
Bradyrhizobium_oligotrophicum,0.0776981,OG0002354,F,b,loss
Bradyrhizobium_icense,0.0458018,OG0002354,M,b,loss
Rhizobium_tubonense,0.052503,OG0002354,F,f,loss
Rhizobium_gallicum,0.0478644,OG0002354,M,f,loss
Sinorhizobium_meliloti,999,OG0002354,M,a,loss
Sinorhizobium_M4_45,0.0268706,OG0002354,F,a,loss
Mesorhizobium_oceanicum,0.0461317,OG0002354,F,e,loss
Sinorhizobium_M4_45,1e-4,OG0002355,F,a,loss
Bradyrhizobium_oligotrophicum,0.210152,OG0002355,F,b,loss
Bradyrhizobium_icense,0.332212,OG0002355,M,b,loss
Microvirga_subterranea,0.00940639,OG0002355,F,d,gain
Microvirga_vignae,0.00517149,OG0002355,M,d,gain
Xanthobacter_autotrophicus,0.406811,OG0002355,F,c,gain
Azorhizobium_caulinodans,0.183656,OG0002355,M,c,gain
Mesorhizobium_temperatum,0.0032515,OG0002355,M,e,loss
Mesorhizobium_oceanicum,0.0134098,OG0002355,F,e,loss
Rhizobium_gallicum,0.00130717,OG0002355,M,f,loss
Rhizobium_tubonense,0.00102862,OG0002355,F,f,loss
Sinorhizobium_meliloti,1e-4,OG0002355,M,a,loss
Mesorhizobium_temperatum,0.00245571,OG0002356,M,e,loss
Microvirga_subterranea,0.0156472,OG0002356,F,d,gain
Microvirga_vignae,0.012571,OG0002356,M,d,gain
Bradyrhizobium_oligotrophicum,0.0268764,OG0002356,F,b,loss
Bradyrhizobium_icense,0.0015459,OG0002356,M,b,loss
Azorhizobium_caulinodans,0.171556,OG0002356,M,c,gain
Xanthobacter_autotrophicus,0.121925,OG0002356,F,c,gain
Sinorhizobium_M4_45,0.0632625,OG0002356,F,a,loss
Sinorhizobium_meliloti,1e-4,OG0002356,M,a,loss
Rhizobium_gallicum,0.0581627,OG0002356,M,f,loss
Rhizobium_tubonense,0.0438532,OG0002356,F,f,loss
Mesorhizobium_oceanicum,0.0549558,OG0002356,F,e,loss
Mesorhizobium_temperatum,0.00162308,OG0002357,M,e,loss
Azorhizobium_caulinodans,0.00113809,OG0002357,M,c,gain
Xanthobacter_autotrophicus,0.185429,OG0002357,F,c,gain
Microvirga_vignae,0.057529,OG0002357,M,d,gain
Microvirga_subterranea,0.0154932,OG0002357,F,d,gain
Bradyrhizobium_icense,0.303638,OG0002357,M,b,loss
Bradyrhizobium_oligotrophicum,1e-4,OG0002357,F,b,loss
Sinorhizobium_M4_45,1e-4,OG0002357,F,a,loss
Sinorhizobium_meliloti,999,OG0002357,M,a,loss
Rhizobium_gallicum,0.0317883,OG0002357,M,f,loss
Rhizobium_tubonense,0.0741292,OG0002357,F,f,loss
Mesorhizobium_oceanicum,0.0686533,OG0002357,F,e,loss
Microvirga_vignae,0.018307,OG0002358,M,d,gain
Microvirga_subterranea,0.0435838,OG0002358,F,d,gain
Bradyrhizobium_oligotrophicum,0.0214009,OG0002358,F,b,loss
Bradyrhizobium_icense,0.0237491,OG0002358,M,b,loss
Mesorhizobium_temperatum,0.043349,OG0002358,M,e,loss
Rhizobium_tubonense,0.0208929,OG0002358,F,f,loss
Rhizobium_gallicum,0.0682288,OG0002358,M,f,loss
Sinorhizobium_M4_45,999,OG0002358,F,a,loss
Sinorhizobium_meliloti,0.031564300000000003,OG0002358,M,a,loss
Mesorhizobium_oceanicum,0.00461576,OG0002358,F,e,loss
Xanthobacter_autotrophicus,0.0622069,OG0002358,F,c,gain
Azorhizobium_caulinodans,0.0456376,OG0002358,M,c,gain
Rhizobium_tubonense,0.0294024,OG0002360,F,f,loss
Rhizobium_gallicum,0.0446373,OG0002360,M,f,loss
Sinorhizobium_meliloti,0.0830465,OG0002360,M,a,loss
Sinorhizobium_M4_45,999,OG0002360,F,a,loss
Microvirga_vignae,0.0301413,OG0002360,M,d,gain
Microvirga_subterranea,0.0226429,OG0002360,F,d,gain
Xanthobacter_autotrophicus,0.0361496,OG0002360,F,c,gain
Azorhizobium_caulinodans,0.0649404,OG0002360,M,c,gain
Bradyrhizobium_oligotrophicum,0.0372881,OG0002360,F,b,loss
Bradyrhizobium_icense,0.082456,OG0002360,M,b,loss
Mesorhizobium_temperatum,0.0434191,OG0002360,M,e,loss
Mesorhizobium_oceanicum,0.0613341,OG0002360,F,e,loss
Microvirga_subterranea,0.0866983,OG0002363,F,d,gain
Microvirga_vignae,0.047693,OG0002363,M,d,gain
Bradyrhizobium_icense,0.0125904,OG0002363,M,b,loss
Bradyrhizobium_oligotrophicum,0.00283671,OG0002363,F,b,loss
Azorhizobium_caulinodans,0.0168105,OG0002363,M,c,gain
Xanthobacter_autotrophicus,0.0263689,OG0002363,F,c,gain
Mesorhizobium_temperatum,0.0478848,OG0002363,M,e,loss
Rhizobium_gallicum,0.00613991,OG0002363,M,f,loss
Rhizobium_tubonense,0.0387093,OG0002363,F,f,loss
Sinorhizobium_meliloti,1e-4,OG0002363,M,a,loss
Sinorhizobium_M4_45,319.355,OG0002363,F,a,loss
Mesorhizobium_oceanicum,6.98766e-4,OG0002363,F,e,loss
Microvirga_vignae,0.0585886,OG0002364,M,d,gain
Microvirga_subterranea,0.111315,OG0002364,F,d,gain
Bradyrhizobium_oligotrophicum,0.122783,OG0002364,F,b,loss
Bradyrhizobium_icense,0.105652,OG0002364,M,b,loss
Sinorhizobium_meliloti,0.0340875,OG0002364,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0002364,F,a,loss
Rhizobium_gallicum,0.0532876,OG0002364,M,f,loss
Rhizobium_tubonense,0.0304566,OG0002364,F,f,loss
Mesorhizobium_oceanicum,0.0618661,OG0002364,F,e,loss
Mesorhizobium_temperatum,0.0932365,OG0002364,M,e,loss
Xanthobacter_autotrophicus,0.118883,OG0002364,F,c,gain
Azorhizobium_caulinodans,0.0400566,OG0002364,M,c,gain
Rhizobium_gallicum,0.00765436,OG0002368,M,f,loss
Rhizobium_tubonense,0.0446917,OG0002368,F,f,loss
Sinorhizobium_meliloti,1e-4,OG0002368,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0002368,F,a,loss
Bradyrhizobium_oligotrophicum,0.0209604,OG0002368,F,b,loss
Bradyrhizobium_icense,0.0264706,OG0002368,M,b,loss
Microvirga_vignae,0.00620119,OG0002368,M,d,gain
Microvirga_subterranea,0.0144235,OG0002368,F,d,gain
Azorhizobium_caulinodans,0.0582883,OG0002368,M,c,gain
Xanthobacter_autotrophicus,0.0738922,OG0002368,F,c,gain
Mesorhizobium_temperatum,0.043901,OG0002368,M,e,loss
Mesorhizobium_oceanicum,0.0825551,OG0002368,F,e,loss
Mesorhizobium_oceanicum,0.0436638,OG0002369,F,e,loss
Mesorhizobium_temperatum,0.0513221,OG0002369,M,e,loss
Sinorhizobium_meliloti,88.0607,OG0002369,M,a,loss
Sinorhizobium_M4_45,0.0112105,OG0002369,F,a,loss
Rhizobium_gallicum,0.0417768,OG0002369,M,f,loss
Rhizobium_tubonense,0.0812948,OG0002369,F,f,loss
Azorhizobium_caulinodans,0.023596,OG0002369,M,c,gain
Xanthobacter_autotrophicus,0.0306848,OG0002369,F,c,gain
Microvirga_vignae,8.51417e-4,OG0002369,M,d,gain
Microvirga_subterranea,0.0154307,OG0002369,F,d,gain
Bradyrhizobium_icense,0.0362232,OG0002369,M,b,loss
Bradyrhizobium_oligotrophicum,0.031008,OG0002369,F,b,loss
Rhizobium_tubonense,0.0534846,OG0002372,F,f,loss
Bradyrhizobium_oligotrophicum,0.0608309,OG0002372,F,b,loss
Bradyrhizobium_icense,0.0337046,OG0002372,M,b,loss
Azorhizobium_caulinodans,0.0636574,OG0002372,M,c,gain
Xanthobacter_autotrophicus,0.0717967,OG0002372,F,c,gain
Microvirga_vignae,0.0329549,OG0002372,M,d,gain
Microvirga_subterranea,0.0391951,OG0002372,F,d,gain
Mesorhizobium_oceanicum,0.120238,OG0002372,F,e,loss
Mesorhizobium_temperatum,0.0927427,OG0002372,M,e,loss
Sinorhizobium_meliloti,1e-4,OG0002372,M,a,loss
Sinorhizobium_M4_45,0.0498088,OG0002372,F,a,loss
Rhizobium_gallicum,0.0273504,OG0002372,M,f,loss
Microvirga_vignae,0.454139,OG0002373,M,d,gain
Microvirga_subterranea,0.0304792,OG0002373,F,d,gain
Bradyrhizobium_oligotrophicum,0.123841,OG0002373,F,b,loss
Bradyrhizobium_icense,0.0552812,OG0002373,M,b,loss
Rhizobium_tubonense,0.0524124,OG0002373,F,f,loss
Sinorhizobium_meliloti,1e-4,OG0002373,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0002373,F,a,loss
Rhizobium_gallicum,0.0394009,OG0002373,M,f,loss
Mesorhizobium_temperatum,0.103471,OG0002373,M,e,loss
Mesorhizobium_oceanicum,0.00142853,OG0002373,F,e,loss
Xanthobacter_autotrophicus,0.0140814,OG0002373,F,c,gain
Azorhizobium_caulinodans,0.0381022,OG0002373,M,c,gain
Rhizobium_tubonense,0.0971106,OG0002374,F,f,loss
Microvirga_vignae,0.0528652,OG0002374,M,d,gain
Microvirga_subterranea,0.040655,OG0002374,F,d,gain
Xanthobacter_autotrophicus,0.00162461,OG0002374,F,c,gain
Azorhizobium_caulinodans,0.00140168,OG0002374,M,c,gain
Bradyrhizobium_oligotrophicum,0.123373,OG0002374,F,b,loss
Bradyrhizobium_icense,0.0584204,OG0002374,M,b,loss
Mesorhizobium_temperatum,0.0205311,OG0002374,M,e,loss
Mesorhizobium_oceanicum,0.00192451,OG0002374,F,e,loss
Sinorhizobium_meliloti,112.187,OG0002374,M,a,loss
Sinorhizobium_M4_45,0.0504704,OG0002374,F,a,loss
Rhizobium_gallicum,0.0686243,OG0002374,M,f,loss
Xanthobacter_autotrophicus,0.0351516,OG0002375,F,c,gain
Microvirga_vignae,0.0241435,OG0002375,M,d,gain
Microvirga_subterranea,0.035605,OG0002375,F,d,gain
Sinorhizobium_meliloti,1e-4,OG0002375,M,a,loss
Sinorhizobium_M4_45,999,OG0002375,F,a,loss
Rhizobium_tubonense,0.0545152,OG0002375,F,f,loss
Rhizobium_gallicum,0.0387586,OG0002375,M,f,loss
Mesorhizobium_oceanicum,0.015543,OG0002375,F,e,loss
Mesorhizobium_temperatum,0.0317499,OG0002375,M,e,loss
Bradyrhizobium_icense,0.0296967,OG0002375,M,b,loss
Bradyrhizobium_oligotrophicum,0.0667618,OG0002375,F,b,loss
Azorhizobium_caulinodans,0.0453817,OG0002375,M,c,gain
Sinorhizobium_meliloti,0.0250622,OG0002376,M,a,loss
Sinorhizobium_M4_45,21.31,OG0002376,F,a,loss
Mesorhizobium_oceanicum,0.0429573,OG0002376,F,e,loss
Mesorhizobium_temperatum,0.104473,OG0002376,M,e,loss
Microvirga_vignae,0.0860737,OG0002376,M,d,gain
Microvirga_subterranea,0.0408989,OG0002376,F,d,gain
Bradyrhizobium_oligotrophicum,0.0643071,OG0002376,F,b,loss
Bradyrhizobium_icense,0.0589099,OG0002376,M,b,loss
Azorhizobium_caulinodans,0.0682694,OG0002376,M,c,gain
Xanthobacter_autotrophicus,0.0568777,OG0002376,F,c,gain
Rhizobium_tubonense,0.0668746,OG0002376,F,f,loss
Rhizobium_gallicum,0.0583103,OG0002376,M,f,loss
Microvirga_vignae,0.0486945,OG0002377,M,d,gain
Microvirga_subterranea,0.0164884,OG0002377,F,d,gain
Azorhizobium_caulinodans,0.029435,OG0002377,M,c,gain
Xanthobacter_autotrophicus,0.0176268,OG0002377,F,c,gain
Bradyrhizobium_oligotrophicum,1e-4,OG0002377,F,b,loss
Bradyrhizobium_icense,0.0016192,OG0002377,M,b,loss
Rhizobium_gallicum,0.00213148,OG0002377,M,f,loss
Rhizobium_tubonense,0.0139458,OG0002377,F,f,loss
Sinorhizobium_meliloti,1e-4,OG0002377,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0002377,F,a,loss
Mesorhizobium_temperatum,0.0381794,OG0002377,M,e,loss
Mesorhizobium_oceanicum,0.0101842,OG0002377,F,e,loss
Xanthobacter_autotrophicus,0.0098259,OG0002378,F,c,gain
Bradyrhizobium_oligotrophicum,1e-4,OG0002378,F,b,loss
Bradyrhizobium_icense,0.048192,OG0002378,M,b,loss
Mesorhizobium_oceanicum,0.00848801,OG0002378,F,e,loss
Mesorhizobium_temperatum,0.0946195,OG0002378,M,e,loss
Sinorhizobium_M4_45,1e-4,OG0002378,F,a,loss
Sinorhizobium_meliloti,1e-4,OG0002378,M,a,loss
Rhizobium_gallicum,0.80108,OG0002378,M,f,loss
Rhizobium_tubonense,0.108536,OG0002378,F,f,loss
Microvirga_subterranea,0.144316,OG0002378,F,d,gain
Microvirga_vignae,0.0284312,OG0002378,M,d,gain
Azorhizobium_caulinodans,0.012735,OG0002378,M,c,gain
Microvirga_vignae,0.0421187,OG0002379,M,d,gain
Microvirga_subterranea,1e-4,OG0002379,F,d,gain
Bradyrhizobium_oligotrophicum,0.0417532,OG0002379,F,b,loss
Bradyrhizobium_icense,0.0523284,OG0002379,M,b,loss
Rhizobium_gallicum,0.0291808,OG0002379,M,f,loss
Sinorhizobium_M4_45,1e-4,OG0002379,F,a,loss
Sinorhizobium_meliloti,1e-4,OG0002379,M,a,loss
Rhizobium_tubonense,0.0321564,OG0002379,F,f,loss
Mesorhizobium_oceanicum,0.0192078,OG0002379,F,e,loss
Mesorhizobium_temperatum,0.0602443,OG0002379,M,e,loss
Xanthobacter_autotrophicus,0.0561084,OG0002379,F,c,gain
Azorhizobium_caulinodans,0.0330691,OG0002379,M,c,gain
Xanthobacter_autotrophicus,0.0430067,OG0002381,F,c,gain
Azorhizobium_caulinodans,0.0885605,OG0002381,M,c,gain
Microvirga_vignae,0.0213461,OG0002381,M,d,gain
Microvirga_subterranea,0.0300901,OG0002381,F,d,gain
Bradyrhizobium_oligotrophicum,0.0308463,OG0002381,F,b,loss
Bradyrhizobium_icense,0.0389708,OG0002381,M,b,loss
Mesorhizobium_temperatum,0.0231536,OG0002381,M,e,loss
Rhizobium_gallicum,0.0729899,OG0002381,M,f,loss
Sinorhizobium_meliloti,0.238364,OG0002381,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0002381,F,a,loss
Rhizobium_tubonense,0.0364782,OG0002381,F,f,loss
Mesorhizobium_oceanicum,0.0162851,OG0002381,F,e,loss
Mesorhizobium_temperatum,0.0684412,OG0002382,M,e,loss
Bradyrhizobium_icense,0.0509501,OG0002382,M,b,loss
Bradyrhizobium_oligotrophicum,0.0800865,OG0002382,F,b,loss
Microvirga_vignae,0.0464386,OG0002382,M,d,gain
Microvirga_subterranea,0.031104,OG0002382,F,d,gain
Azorhizobium_caulinodans,0.0410187,OG0002382,M,c,gain
Xanthobacter_autotrophicus,0.067925,OG0002382,F,c,gain
Sinorhizobium_M4_45,1e-4,OG0002382,F,a,loss
Sinorhizobium_meliloti,1e-4,OG0002382,M,a,loss
Rhizobium_gallicum,0.070823,OG0002382,M,f,loss
Rhizobium_tubonense,0.0437467,OG0002382,F,f,loss
Mesorhizobium_oceanicum,0.0611362,OG0002382,F,e,loss
Rhizobium_tubonense,0.0233218,OG0002383,F,f,loss
Microvirga_vignae,0.00162192,OG0002383,M,d,gain
Microvirga_subterranea,0.0852432,OG0002383,F,d,gain
Bradyrhizobium_icense,0.0535569,OG0002383,M,b,loss
Bradyrhizobium_oligotrophicum,0.0954696,OG0002383,F,b,loss
Azorhizobium_caulinodans,0.0488371,OG0002383,M,c,gain
Xanthobacter_autotrophicus,0.00362948,OG0002383,F,c,gain
Mesorhizobium_temperatum,0.00785038,OG0002383,M,e,loss
Mesorhizobium_oceanicum,0.0235813,OG0002383,F,e,loss
Sinorhizobium_meliloti,0.0935113,OG0002383,M,a,loss
Sinorhizobium_M4_45,328.02,OG0002383,F,a,loss
Rhizobium_gallicum,0.00209406,OG0002383,M,f,loss
Xanthobacter_autotrophicus,0.071601,OG0002384,F,c,gain
Bradyrhizobium_oligotrophicum,0.0910523,OG0002384,F,b,loss
Bradyrhizobium_icense,0.0710458,OG0002384,M,b,loss
Microvirga_vignae,0.0675527,OG0002384,M,d,gain
Microvirga_subterranea,0.0310738,OG0002384,F,d,gain
Mesorhizobium_oceanicum,0.0786552,OG0002384,F,e,loss
Mesorhizobium_temperatum,0.0891844,OG0002384,M,e,loss
Sinorhizobium_M4_45,0.293899,OG0002384,F,a,loss
Sinorhizobium_meliloti,0.0284865,OG0002384,M,a,loss
Rhizobium_tubonense,0.05736,OG0002384,F,f,loss
Rhizobium_gallicum,0.116995,OG0002384,M,f,loss
Azorhizobium_caulinodans,0.10817,OG0002384,M,c,gain
Mesorhizobium_temperatum,0.114209,OG0002385,M,e,loss
Sinorhizobium_M4_45,0.0101918,OG0002385,F,a,loss
Sinorhizobium_meliloti,0.320699,OG0002385,M,a,loss
Rhizobium_gallicum,0.00140869,OG0002385,M,f,loss
Rhizobium_tubonense,0.14125,OG0002385,F,f,loss
Bradyrhizobium_icense,0.329548,OG0002385,M,b,loss
Bradyrhizobium_oligotrophicum,0.0388725,OG0002385,F,b,loss
Azorhizobium_caulinodans,0.0441859,OG0002385,M,c,gain
Xanthobacter_autotrophicus,0.0650277,OG0002385,F,c,gain
Microvirga_vignae,0.0790351,OG0002385,M,d,gain
Microvirga_subterranea,0.0107223,OG0002385,F,d,gain
Mesorhizobium_oceanicum,0.0777747,OG0002385,F,e,loss
Rhizobium_gallicum,0.0488146,OG0002386,M,f,loss
Rhizobium_tubonense,0.255321,OG0002386,F,f,loss
Sinorhizobium_meliloti,1e-4,OG0002386,M,a,loss
Sinorhizobium_M4_45,999,OG0002386,F,a,loss
Azorhizobium_caulinodans,0.117748,OG0002386,M,c,gain
Xanthobacter_autotrophicus,0.238957,OG0002386,F,c,gain
Bradyrhizobium_oligotrophicum,0.118079,OG0002386,F,b,loss
Bradyrhizobium_icense,0.0764691,OG0002386,M,b,loss
Microvirga_vignae,0.0467223,OG0002386,M,d,gain
Microvirga_subterranea,0.118131,OG0002386,F,d,gain
Mesorhizobium_temperatum,0.10947,OG0002386,M,e,loss
Mesorhizobium_oceanicum,0.00143867,OG0002386,F,e,loss
Sinorhizobium_meliloti,1e-4,OG0002387,M,a,loss
Sinorhizobium_M4_45,5.00776,OG0002387,F,a,loss
Rhizobium_tubonense,0.032996,OG0002387,F,f,loss
Rhizobium_gallicum,0.0940259,OG0002387,M,f,loss
Mesorhizobium_temperatum,0.0949054,OG0002387,M,e,loss
Mesorhizobium_oceanicum,0.160804,OG0002387,F,e,loss
Bradyrhizobium_oligotrophicum,0.0299844,OG0002387,F,b,loss
Bradyrhizobium_icense,0.0392242,OG0002387,M,b,loss
Azorhizobium_caulinodans,0.0246541,OG0002387,M,c,gain
Xanthobacter_autotrophicus,0.0960116,OG0002387,F,c,gain
Microvirga_subterranea,562.084,OG0002387,F,d,gain
Microvirga_vignae,0.0382983,OG0002387,M,d,gain
Rhizobium_gallicum,0.107394,OG0002388,M,f,loss
Rhizobium_tubonense,0.0986883,OG0002388,F,f,loss
Sinorhizobium_meliloti,0.032717,OG0002388,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0002388,F,a,loss
Microvirga_vignae,0.0363729,OG0002388,M,d,gain
Microvirga_subterranea,0.00134757,OG0002388,F,d,gain
Azorhizobium_caulinodans,0.119193,OG0002388,M,c,gain
Xanthobacter_autotrophicus,0.0909244,OG0002388,F,c,gain
Bradyrhizobium_oligotrophicum,0.0687133,OG0002388,F,b,loss
Bradyrhizobium_icense,0.028021,OG0002388,M,b,loss
Mesorhizobium_temperatum,0.0477057,OG0002388,M,e,loss
Mesorhizobium_oceanicum,0.0648548,OG0002388,F,e,loss
Rhizobium_gallicum,0.0983743,OG0002389,M,f,loss
Rhizobium_tubonense,0.0605128,OG0002389,F,f,loss
Sinorhizobium_meliloti,0.0331357,OG0002389,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0002389,F,a,loss
Microvirga_vignae,0.0543268,OG0002389,M,d,gain
Microvirga_subterranea,0.103167,OG0002389,F,d,gain
Azorhizobium_caulinodans,0.0411797,OG0002389,M,c,gain
Xanthobacter_autotrophicus,0.0368688,OG0002389,F,c,gain
Bradyrhizobium_oligotrophicum,0.0536934,OG0002389,F,b,loss
Bradyrhizobium_icense,0.0778741,OG0002389,M,b,loss
Mesorhizobium_temperatum,0.0233206,OG0002389,M,e,loss
Mesorhizobium_oceanicum,0.0454474,OG0002389,F,e,loss
Bradyrhizobium_oligotrophicum,0.118799,OG0002391,F,b,loss
Bradyrhizobium_icense,0.44369,OG0002391,M,b,loss
Rhizobium_gallicum,0.0324838,OG0002391,M,f,loss
Rhizobium_tubonense,0.0418223,OG0002391,F,f,loss
Sinorhizobium_meliloti,1e-4,OG0002391,M,a,loss
Sinorhizobium_M4_45,0.0670918,OG0002391,F,a,loss
Mesorhizobium_temperatum,0.00160932,OG0002391,M,e,loss
Mesorhizobium_oceanicum,0.0895183,OG0002391,F,e,loss
Microvirga_vignae,0.0662744,OG0002391,M,d,gain
Microvirga_subterranea,0.063787,OG0002391,F,d,gain
Xanthobacter_autotrophicus,0.0161434,OG0002391,F,c,gain
Azorhizobium_caulinodans,0.0399406,OG0002391,M,c,gain
Rhizobium_tubonense,999,OG0002392,F,f,loss
Rhizobium_gallicum,0.0232664,OG0002392,M,f,loss
Sinorhizobium_M4_45,2.025,OG0002392,F,a,loss
Sinorhizobium_meliloti,1.96516,OG0002392,M,a,loss
Mesorhizobium_oceanicum,6.8297e-4,OG0002392,F,e,loss
Mesorhizobium_temperatum,0.0617084,OG0002392,M,e,loss
Microvirga_vignae,999,OG0002392,M,d,gain
Microvirga_subterranea,0.0386491,OG0002392,F,d,gain
Bradyrhizobium_icense,0.0573961,OG0002392,M,b,loss
Bradyrhizobium_oligotrophicum,0.0360506,OG0002392,F,b,loss
Xanthobacter_autotrophicus,0.0625326,OG0002392,F,c,gain
Azorhizobium_caulinodans,0.0920513,OG0002392,M,c,gain
Mesorhizobium_oceanicum,999,OG0002393,F,e,loss
Sinorhizobium_meliloti,1e-4,OG0002393,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0002393,F,a,loss
Rhizobium_tubonense,0.12566,OG0002393,F,f,loss
Rhizobium_gallicum,0.0142707,OG0002393,M,f,loss
Azorhizobium_caulinodans,0.281353,OG0002393,M,c,gain
Xanthobacter_autotrophicus,4.14244e-4,OG0002393,F,c,gain
Bradyrhizobium_oligotrophicum,0.0325729,OG0002393,F,b,loss
Bradyrhizobium_icense,0.0825242,OG0002393,M,b,loss
Microvirga_vignae,0.0204718,OG0002393,M,d,gain
Microvirga_subterranea,0.0203369,OG0002393,F,d,gain
Mesorhizobium_temperatum,0.0277481,OG0002393,M,e,loss
Mesorhizobium_oceanicum,0.00837321,OG0002394,F,e,loss
Mesorhizobium_temperatum,0.046064,OG0002394,M,e,loss
Bradyrhizobium_oligotrophicum,0.0240407,OG0002394,F,b,loss
Bradyrhizobium_icense,0.0370685,OG0002394,M,b,loss
Xanthobacter_autotrophicus,0.00615951,OG0002394,F,c,gain
Azorhizobium_caulinodans,1e-4,OG0002394,M,c,gain
Microvirga_vignae,0.0142932,OG0002394,M,d,gain
Microvirga_subterranea,0.0343273,OG0002394,F,d,gain
Rhizobium_tubonense,1e-4,OG0002394,F,f,loss
Sinorhizobium_meliloti,1e-4,OG0002394,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0002394,F,a,loss
Rhizobium_gallicum,1e-4,OG0002394,M,f,loss
Mesorhizobium_temperatum,0.0332471,OG0002395,M,e,loss
Microvirga_vignae,0.0692047,OG0002395,M,d,gain
Microvirga_subterranea,0.0622681,OG0002395,F,d,gain
Bradyrhizobium_icense,0.0301161,OG0002395,M,b,loss
Bradyrhizobium_oligotrophicum,0.0566161,OG0002395,F,b,loss
Azorhizobium_caulinodans,0.0416818,OG0002395,M,c,gain
Xanthobacter_autotrophicus,0.0256318,OG0002395,F,c,gain
Sinorhizobium_M4_45,1e-4,OG0002395,F,a,loss
Sinorhizobium_meliloti,1e-4,OG0002395,M,a,loss
Rhizobium_gallicum,0.0513859,OG0002395,M,f,loss
Rhizobium_tubonense,0.0708848,OG0002395,F,f,loss
Mesorhizobium_oceanicum,0.0390152,OG0002395,F,e,loss
Rhizobium_gallicum,0.0460537,OG0002396,M,f,loss
Rhizobium_tubonense,0.0488064,OG0002396,F,f,loss
Sinorhizobium_meliloti,1e-4,OG0002396,M,a,loss
Sinorhizobium_M4_45,0.112244,OG0002396,F,a,loss
Microvirga_subterranea,0.0649358,OG0002396,F,d,gain
