Code,dnds,Gene,Estimate,Species,Mutualist,Pair,Transition
Dalea_mollis1,0.0298654,OG0020403,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.0256036,OG0020403,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.0256036,OG0020403,loss,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollis1,0.0918167,OG0020406,loss,Dalea_mollis,F,b,loss
Calliandra_humilis,0.0918167,OG0020406,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.141333,OG0020406,loss,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.141333,OG0020406,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.0918167,OG0020406,loss,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.141333,OG0020406,loss,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.275404,OG0020407,loss,Dalea_mollis,F,b,loss
Calliandra_eriophylla,0.552107,OG0020407,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.275404,OG0020407,loss,Calliandra_humilis,F,c,loss
Mimosa_grahamii,0.275404,OG0020407,loss,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.552107,OG0020407,loss,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollissima,0.552107,OG0020407,loss,Dalea_mollissima,M,b,loss
Calliandra_humilis,0.112523,OG0020411,loss,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.187718,OG0020411,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.112523,OG0020411,loss,Mimosa_grahamii,F,a,loss
Dalea_mollis1,0.112523,OG0020411,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.187718,OG0020411,loss,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,0.187718,OG0020411,loss,Calliandra_eriophylla,M,c,loss
Mimosa_grahamii,0.157515,OG0020412,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.274717,OG0020412,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.157515,OG0020412,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.157515,OG0020412,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.274717,OG0020412,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.274717,OG0020412,loss,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollis1,0.2686,OG0020413,loss,Dalea_mollis,F,b,loss
Calliandra_humilis,0.2686,OG0020413,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.115362,OG0020413,loss,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.115362,OG0020413,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.2686,OG0020413,loss,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.115362,OG0020413,loss,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.20076,OG0020417,loss,Dalea_mollis,F,b,loss
Calliandra_humilis,0.20076,OG0020417,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.467369,OG0020417,loss,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.467369,OG0020417,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.20076,OG0020417,loss,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.467369,OG0020417,loss,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.108036,OG0020422,loss,Dalea_mollis,F,b,loss
Calliandra_eriophylla,0.0722491,OG0020422,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.108036,OG0020422,loss,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.0722491,OG0020422,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.108036,OG0020422,loss,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.0722491,OG0020422,loss,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.135415,OG0020423,loss,Dalea_mollis,F,b,loss
Calliandra_humilis,0.135415,OG0020423,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.22839,OG0020423,loss,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.22839,OG0020423,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.135415,OG0020423,loss,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.22839,OG0020423,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.105101,OG0020432,loss,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.105101,OG0020432,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.0624169,OG0020432,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.0624169,OG0020432,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.105101,OG0020432,loss,Dalea_mollissima,M,b,loss
Mimosa_grahamii,0.0624169,OG0020432,loss,Mimosa_grahamii,F,a,loss
Dalea_mollis1,0.115064,OG0020440,loss,Dalea_mollis,F,b,loss
Calliandra_humilis,0.115064,OG0020440,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,1e-4,OG0020440,loss,Calliandra_eriophylla,M,c,loss
Mimosa_grahamii,0.115064,OG0020440,loss,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,1e-4,OG0020440,loss,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollissima,1e-4,OG0020440,loss,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.200493,OG0020441,loss,Dalea_mollis,F,b,loss
Mimosa_grahamii,0.200493,OG0020441,loss,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.075248,OG0020441,loss,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.075248,OG0020441,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.200493,OG0020441,loss,Calliandra_humilis,F,c,loss
Dalea_mollissima,0.075248,OG0020441,loss,Dalea_mollissima,M,b,loss
Mimosa_grahamii,0.288117,OG0020442,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.127778,OG0020442,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.288117,OG0020442,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.288117,OG0020442,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.127778,OG0020442,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.127778,OG0020442,loss,Mimosa_aculeaticarpa,M,a,loss
Calliandra_humilis,0.169637,OG0020443,loss,Calliandra_humilis,F,c,loss
Mimosa_grahamii,0.169637,OG0020443,loss,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.915217,OG0020443,loss,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollis1,0.169637,OG0020443,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.915217,OG0020443,loss,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,0.915217,OG0020443,loss,Calliandra_eriophylla,M,c,loss
Mimosa_grahamii,0.333946,OG0020447,loss,Mimosa_grahamii,F,a,loss
Calliandra_humilis,0.333946,OG0020447,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.355538,OG0020447,loss,Calliandra_eriophylla,M,c,loss
Dalea_mollis1,0.333946,OG0020447,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.355538,OG0020447,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.355538,OG0020447,loss,Mimosa_aculeaticarpa,M,a,loss
Calliandra_humilis,0.267666,OG0020449,loss,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.232806,OG0020449,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.267666,OG0020449,loss,Mimosa_grahamii,F,a,loss
Dalea_mollis1,0.267666,OG0020449,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.232806,OG0020449,loss,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,0.232806,OG0020449,loss,Calliandra_eriophylla,M,c,loss
Calliandra_eriophylla,0.213135,OG0020452,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.203781,OG0020452,loss,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.213135,OG0020452,loss,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollis1,0.203781,OG0020452,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.213135,OG0020452,loss,Dalea_mollissima,M,b,loss
Mimosa_grahamii,0.203781,OG0020452,loss,Mimosa_grahamii,F,a,loss
Dalea_mollis1,0.229401,OG0020454,loss,Dalea_mollis,F,b,loss
Calliandra_humilis,0.229401,OG0020454,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.286984,OG0020454,loss,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.286984,OG0020454,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.229401,OG0020454,loss,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.286984,OG0020454,loss,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.37025,OG0020459,loss,Dalea_mollis,F,b,loss
Mimosa_aculeaticarpa,999,OG0020459,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.37025,OG0020459,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,999,OG0020459,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.37025,OG0020459,loss,Calliandra_humilis,F,c,loss
Dalea_mollissima,999,OG0020459,loss,Dalea_mollissima,M,b,loss
Calliandra_humilis,0.132306,OG0020461,loss,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.210647,OG0020461,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.132306,OG0020461,loss,Mimosa_grahamii,F,a,loss
Dalea_mollis1,0.132306,OG0020461,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.210647,OG0020461,loss,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,0.210647,OG0020461,loss,Calliandra_eriophylla,M,c,loss
Dalea_mollis1,0.0954495,OG0020462,loss,Dalea_mollis,F,b,loss
Mimosa_aculeaticarpa,0.0783483,OG0020462,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.0954495,OG0020462,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.0783483,OG0020462,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.0954495,OG0020462,loss,Calliandra_humilis,F,c,loss
Dalea_mollissima,0.0783483,OG0020462,loss,Dalea_mollissima,M,b,loss
Mimosa_grahamii,0.196906,OG0020464,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.777324,OG0020464,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.196906,OG0020464,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.196906,OG0020464,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.777324,OG0020464,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.777324,OG0020464,loss,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollis1,0.292882,OG0020468,loss,Dalea_mollis,F,b,loss
Mimosa_aculeaticarpa,0.0773685,OG0020468,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.292882,OG0020468,loss,Mimosa_grahamii,F,a,loss
Calliandra_humilis,0.292882,OG0020468,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.0773685,OG0020468,loss,Calliandra_eriophylla,M,c,loss
Dalea_mollissima,0.0773685,OG0020468,loss,Dalea_mollissima,M,b,loss
Mimosa_grahamii,0.181559,OG0020469,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.19052,OG0020469,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.181559,OG0020469,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.181559,OG0020469,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.19052,OG0020469,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.19052,OG0020469,loss,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollis1,0.55637,OG0020475,loss,Dalea_mollis,F,b,loss
Calliandra_humilis,0.55637,OG0020475,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.429426,OG0020475,loss,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.429426,OG0020475,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.55637,OG0020475,loss,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.429426,OG0020475,loss,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,0.040966,OG0020478,loss,Calliandra_eriophylla,M,c,loss
Mimosa_grahamii,0.162112,OG0020478,loss,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.040966,OG0020478,loss,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollis1,0.162112,OG0020478,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.040966,OG0020478,loss,Dalea_mollissima,M,b,loss
Calliandra_humilis,0.162112,OG0020478,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.150684,OG0020479,loss,Dalea_mollis,F,b,loss
Calliandra_humilis,0.150684,OG0020479,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.453944,OG0020479,loss,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.453944,OG0020479,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.150684,OG0020479,loss,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.453944,OG0020479,loss,Dalea_mollissima,M,b,loss
Mimosa_grahamii,0.144367,OG0020485,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.175583,OG0020485,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.144367,OG0020485,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.144367,OG0020485,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.175583,OG0020485,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.175583,OG0020485,loss,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollis1,0.0932805,OG0020486,loss,Dalea_mollis,F,b,loss
Mimosa_grahamii,0.0932805,OG0020486,loss,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,1.29833,OG0020486,loss,Mimosa_aculeaticarpa,M,a,loss
Calliandra_humilis,0.0932805,OG0020486,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,1.29833,OG0020486,loss,Calliandra_eriophylla,M,c,loss
Dalea_mollissima,1.29833,OG0020486,loss,Dalea_mollissima,M,b,loss
Mimosa_grahamii,0.242066,OG0020491,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.211274,OG0020491,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.242066,OG0020491,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.242066,OG0020491,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.211274,OG0020491,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.211274,OG0020491,loss,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollis1,0.189692,OG0020492,loss,Dalea_mollis,F,b,loss
Mimosa_grahamii,0.189692,OG0020492,loss,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.512072,OG0020492,loss,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.512072,OG0020492,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.189692,OG0020492,loss,Calliandra_humilis,F,c,loss
Dalea_mollissima,0.512072,OG0020492,loss,Dalea_mollissima,M,b,loss
Calliandra_humilis,0.254059,OG0020496,loss,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.402674,OG0020496,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.254059,OG0020496,loss,Mimosa_grahamii,F,a,loss
Dalea_mollis1,0.254059,OG0020496,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.402674,OG0020496,loss,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,0.402674,OG0020496,loss,Calliandra_eriophylla,M,c,loss
Mimosa_grahamii,0.390467,OG0020499,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.202975,OG0020499,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.390467,OG0020499,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.390467,OG0020499,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.202975,OG0020499,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.202975,OG0020499,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.229013,OG0020501,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.248756,OG0020501,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.229013,OG0020501,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.229013,OG0020501,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.248756,OG0020501,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.248756,OG0020501,loss,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollis1,0.440693,OG0020502,loss,Dalea_mollis,F,b,loss
Calliandra_humilis,0.440693,OG0020502,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.419847,OG0020502,loss,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.419847,OG0020502,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.440693,OG0020502,loss,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.419847,OG0020502,loss,Dalea_mollissima,M,b,loss
Dalea_mollissima,0.207793,OG0020506,loss,Dalea_mollissima,M,b,loss
Calliandra_humilis,0.239254,OG0020506,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.207793,OG0020506,loss,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.207793,OG0020506,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.239254,OG0020506,loss,Mimosa_grahamii,F,a,loss
Dalea_mollis1,0.239254,OG0020506,loss,Dalea_mollis,F,b,loss
Calliandra_humilis,0.143867,OG0020507,loss,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.115116,OG0020507,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.143867,OG0020507,loss,Mimosa_grahamii,F,a,loss
Dalea_mollis1,0.143867,OG0020507,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.115116,OG0020507,loss,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,0.115116,OG0020507,loss,Calliandra_eriophylla,M,c,loss
Dalea_mollis1,0.122072,OG0020509,loss,Dalea_mollis,F,b,loss
Mimosa_aculeaticarpa,0.244759,OG0020509,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.122072,OG0020509,loss,Mimosa_grahamii,F,a,loss
Calliandra_humilis,0.122072,OG0020509,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.244759,OG0020509,loss,Calliandra_eriophylla,M,c,loss
Dalea_mollissima,0.244759,OG0020509,loss,Dalea_mollissima,M,b,loss
Mimosa_grahamii,0.300881,OG0020513,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.215957,OG0020513,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.300881,OG0020513,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.300881,OG0020513,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.215957,OG0020513,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.215957,OG0020513,loss,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollis1,0.460321,OG0020515,loss,Dalea_mollis,F,b,loss
Calliandra_eriophylla,0.268094,OG0020515,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.460321,OG0020515,loss,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.268094,OG0020515,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.460321,OG0020515,loss,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.268094,OG0020515,loss,Dalea_mollissima,M,b,loss
Calliandra_humilis,0.143185,OG0020517,loss,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.0975386,OG0020517,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.143185,OG0020517,loss,Mimosa_grahamii,F,a,loss
Dalea_mollis1,0.143185,OG0020517,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.0975386,OG0020517,loss,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,0.0975386,OG0020517,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.15846,OG0020520,loss,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.403231,OG0020520,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.15846,OG0020520,loss,Mimosa_grahamii,F,a,loss
Dalea_mollis1,0.15846,OG0020520,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.403231,OG0020520,loss,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,0.403231,OG0020520,loss,Calliandra_eriophylla,M,c,loss
Mimosa_grahamii,0.235491,OG0020521,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.157937,OG0020521,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.235491,OG0020521,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.235491,OG0020521,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.157937,OG0020521,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.157937,OG0020521,loss,Mimosa_aculeaticarpa,M,a,loss
Calliandra_humilis,0.169689,OG0020524,loss,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,1.18197,OG0020524,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.169689,OG0020524,loss,Mimosa_grahamii,F,a,loss
Dalea_mollis1,0.169689,OG0020524,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,1.18197,OG0020524,loss,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,1.18197,OG0020524,loss,Calliandra_eriophylla,M,c,loss
Mimosa_grahamii,0.0530044,OG0020533,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.0612239,OG0020533,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.0530044,OG0020533,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.0530044,OG0020533,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.0612239,OG0020533,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.0612239,OG0020533,loss,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.461308,OG0020536,loss,Calliandra_eriophylla,M,c,loss
Mimosa_grahamii,0.335212,OG0020536,loss,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.461308,OG0020536,loss,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollis1,0.335212,OG0020536,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.461308,OG0020536,loss,Dalea_mollissima,M,b,loss
Calliandra_humilis,0.335212,OG0020536,loss,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.169155,OG0020549,loss,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.169155,OG0020549,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.26017,OG0020549,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.26017,OG0020549,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.169155,OG0020549,loss,Dalea_mollissima,M,b,loss
Mimosa_grahamii,0.26017,OG0020549,loss,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.121018,OG0020553,loss,Dalea_mollissima,M,b,loss
Mimosa_grahamii,0.0817414,OG0020553,loss,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.121018,OG0020553,loss,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.121018,OG0020553,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.0817414,OG0020553,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.0817414,OG0020553,loss,Dalea_mollis,F,b,loss
Mimosa_grahamii,0.151636,OG0020557,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.754032,OG0020557,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.151636,OG0020557,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.151636,OG0020557,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.754032,OG0020557,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.754032,OG0020557,loss,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollis1,0.242918,OG0020558,loss,Dalea_mollis,F,b,loss
Calliandra_humilis,0.242918,OG0020558,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.383427,OG0020558,loss,Calliandra_eriophylla,M,c,loss
Mimosa_grahamii,0.242918,OG0020558,loss,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.383427,OG0020558,loss,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollissima,0.383427,OG0020558,loss,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,0.519122,OG0020565,loss,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.519122,OG0020565,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.143498,OG0020565,loss,Mimosa_grahamii,F,a,loss
Dalea_mollis1,0.143498,OG0020565,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.519122,OG0020565,loss,Dalea_mollissima,M,b,loss
Calliandra_humilis,0.143498,OG0020565,loss,Calliandra_humilis,F,c,loss
Mimosa_grahamii,0.276174,OG0020566,loss,Mimosa_grahamii,F,a,loss
Calliandra_humilis,0.276174,OG0020566,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.693572,OG0020566,loss,Calliandra_eriophylla,M,c,loss
Dalea_mollis1,0.276174,OG0020566,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.693572,OG0020566,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.693572,OG0020566,loss,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollis1,0.32966,OG0020568,loss,Dalea_mollis,F,b,loss
Mimosa_aculeaticarpa,0.452487,OG0020568,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.32966,OG0020568,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.452487,OG0020568,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.32966,OG0020568,loss,Calliandra_humilis,F,c,loss
Dalea_mollissima,0.452487,OG0020568,loss,Dalea_mollissima,M,b,loss
Dalea_mollissima,0.234012,OG0020572,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.234012,OG0020572,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.147626,OG0020572,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.234012,OG0020572,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.147626,OG0020572,loss,Calliandra_humilis,F,c,loss
